Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,17,13:15 - 13:29,Cashier,40.83,7,5.83,7,5.83,7,5.83,1.0,1.0
,,,17,13:30 - 13:44,Cashier,55.02,8,6.88,8,6.88,8,6.88,1.0,1.0
,,,17,13:45 - 13:59,Cashier,51.93,6,8.65,6,8.65,6,8.65,1.0,1.0
,,,17,14:00 - 14:14,Cashier,31.01,5,6.2,5,6.2,5,6.2,1.0,1.0
,,,17,14:15 - 14:29,Cashier,60.73,10,6.07,10,6.07,10,6.07,1.0,1.0
,,,17,14:30 - 14:44,Cashier,104.08,17,6.12,17,6.12,17,6.12,1.0,1.0
,,,17,14:45 - 14:59,Cashier,38.41,7,5.49,7,5.49,7,5.49,1.0,1.0
,,,17,15:00 - 15:14,Cashier,31.18,6,5.2,6,5.2,6,5.2,1.0,1.0
,,,17,15:15 - 15:29,Cashier,46.15,11,4.2,10,4.62,11,4.2,0.91,0.91
,,,17,15:30 - 15:44,Cashier,27.7,5,5.54,5,5.54,5,5.54,1.0,1.0
,,,17,15:45 - 15:59,Cashier,15.89,3,5.3,3,5.3,3,5.3,1.0,1.0
,,,17,16:00 - 16:14,Cashier,5.25,2,2.63,1,5.25,2,2.63,0.5,0.5
,,,17,---,---,1486.44,220,6.76,217,6.85,220,6.76,0.99,0.99
,,,18,08:00 - 08:14,Cashier,26.53,3,8.84,3,8.84,3,8.84,1.0,1.0
,,,18,08:15 - 08:29,Cashier,6.25,2,3.13,2,3.13,2,3.13,1.0,1.0
,,,18,08:30 - 08:44,Cashier,10.15,2,5.08,2,5.08,2,5.08,1.0,1.0
,,,18,09:15 - 09:29,Cashier,23.47,4,5.87,4,5.87,4,5.87,1.0,1.0
,,,18,09:30 - 09:44,Cashier,12.0,3,4.0,3,4.0,3,4.0,1.0,1.0
,,,18,09:45 - 09:59,Cashier,7.84,2,3.92,2,3.92,2,3.92,1.0,1.0
,,,18,10:00 - 10:14,Cashier,21.21,3,7.07,3,7.07,3,7.07,1.0,1.0
,,,18,10:15 - 10:29,Cashier,35.1,8,4.39,8,4.39,8,4.39,1.0,1.0
,,,18,10:30 - 10:44,Cashier,59.01,9,6.56,9,6.56,9,6.56,1.0,1.0
,,,18,10:45 - 10:59,Cashier,14.45,3,4.82,3,4.82,3,4.82,1.0,1.0
,,,18,11:00 - 11:14,Cashier,34.06,5,6.81,5,6.81,5,6.81,1.0,1.0
,,,18,11:15 - 11:29,Cashier,56.28,9,6.25,8,7.04,9,6.25,0.89,0.89
,,,18,11:30 - 11:44,Cashier,55.6,8,6.95,8,6.95,8,6.95,1.0,1.0
,,,18,11:45 - 11:59,Cashier,19.0,3,6.33,3,6.33,3,6.33,1.0,1.0
,,,18,12:00 - 12:14,Cashier,29.99,5,6.0,5,6.0,5,6.0,1.0,1.0
,,,18,12:15 - 12:29,Cashier,57.0,8,7.13,7,8.14,8,7.13,0.88,0.88
,,,18,12:30 - 12:44,Cashier,8.8,3,2.93,3,2.93,3,2.93,1.0,1.0
,,,18,12:45 - 12:59,Cashier,15.0,3,5.0,3,5.0,3,5.0,1.0,1.0
,,,18,13:00 - 13:14,Cashier,48.62,7,6.95,7,6.95,7,6.95,1.0,1.0
,,,18,13:15 - 13:29,Cashier,33.67,4,8.42,4,8.42,4,8.42,1.0,1.0
,,,18,13:30 - 13:44,Cashier,10.65,2,5.33,2,5.33,2,5.33,1.0,1.0
,,,18,13:45 - 13:59,Cashier,32.69,5,6.54,5,6.54,5,6.54,1.0,1.0
,,,18,14:00 - 14:14,Cashier,12.78,3,4.26,3,4.26,3,4.26,1.0,1.0
,,,18,14:15 - 14:29,Cashier,57.52,12,4.79,11,5.23,12,4.79,0.92,0.92
,,,18,14:30 - 14:44,Cashier,22.73,6,3.79,6,3.79,6,3.79,1.0,1.0
,,,18,14:45 - 14:59,Cashier,8.5,2,4.25,2,4.25,2,4.25,1.0,1.0
,,,18,15:15 - 15:29,Cashier,21.92,8,2.74,6,3.65,8,2.74,0.75,0.75
,,,18,15:30 - 15:44,Cashier,31.48,5,6.3,5,6.3,5,6.3,1.0,1.0
,,,18,15:45 - 15:59,Cashier,11.82,2,5.91,2,5.91,2,5.91,1.0,1.0
,,,18,16:00 - 16:14,Cashier,0.0,1,0.0,0,0.0,1,0.0,0.0,0.0
,,,18,16:15 - 16:29,Cashier,12.49,1,12.49,1,12.49,1,12.49,1.0,1.0
,,,18,---,---,796.61,141,5.65,135,5.9,141,5.65,0.96,0.96
,,,22,08:00 - 08:14,Cashier,5.75,1,5.75,1,5.75,1,5.75,1.0,1.0
,,,22,08:15 - 08:29,Cashier,11.29,2,5.64,2,5.64,2,5.64,1.0,1.0
,,,22,08:30 - 08:44,Cashier,10.0,3,3.33,2,5.0,3,3.33,0.67,0.67
,,,22,08:45 - 08:59,Cashier,10.59,3,3.53,3,3.53,3,3.53,1.0,1.0
