Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,22,17:15 - 17:29,Cashier,50.48,6,8.41,6,8.41,6,8.41,1.0,1.0
,,,22,17:15 - 17:29,Tab,7.5,1,7.5,1,7.5,1,7.5,1.0,1.0
,,,22,17:15 - 17:29,---,57.98,7,8.28,7,8.28,7,8.28,1.0,1.0
,,,22,17:30 - 17:44,Cashier,44.15,11,4.01,11,4.01,11,4.01,1.0,1.0
,,,22,17:45 - 17:59,Cashier,59.31,13,4.56,13,4.56,13,4.56,1.0,1.0
,,,22,---,---,3210.73,492,6.53,488,6.58,492,6.53,0.99,0.99
,,,23,07:00 - 07:14,Cashier,2.45,1,2.45,1,2.45,1,2.45,1.0,1.0
,,,23,07:30 - 07:44,Cashier,23.75,5,4.75,5,4.75,5,4.75,1.0,1.0
,,,23,07:45 - 07:59,Cashier,24.7,2,12.35,2,12.35,2,12.35,1.0,1.0
,,,23,08:00 - 08:14,Cashier,18.0,7,2.57,6,3.0,7,2.57,0.86,0.86
,,,23,08:15 - 08:29,Cashier,48.16,9,5.35,9,5.35,9,5.35,1.0,1.0
,,,23,08:30 - 08:44,Cashier,33.45,6,5.58,6,5.58,6,5.58,1.0,1.0
,,,23,08:45 - 08:59,Cashier,11.45,3,3.82,3,3.82,3,3.82,1.0,1.0
,,,23,09:00 - 09:14,Cashier,60.0,6,10.0,6,10.0,6,10.0,1.0,1.0
,,,23,09:15 - 09:29,Cashier,55.11,9,6.12,9,6.12,9,6.12,1.0,1.0
,,,23,09:30 - 09:44,Cashier,42.64,7,6.09,7,6.09,7,6.09,1.0,1.0
,,,23,09:45 - 09:59,Cashier,79.12,14,5.65,14,5.65,14,5.65,1.0,1.0
,,,23,10:00 - 10:14,Cashier,84.81,14,6.06,14,6.06,14,6.06,1.0,1.0
,,,23,10:15 - 10:29,Cashier,66.56,12,5.55,12,5.55,12,5.55,1.0,1.0
,,,23,10:30 - 10:44,Cashier,126.63,17,7.45,17,7.45,17,7.45,1.0,1.0
,,,23,10:45 - 10:59,Cashier,32.75,5,6.55,5,6.55,5,6.55,1.0,1.0
,,,23,11:00 - 11:14,Cashier,70.15,9,7.79,9,7.79,9,7.79,1.0,1.0
,,,23,11:00 - 11:14,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,23,11:00 - 11:14,---,78.14,10,7.81,10,7.81,10,7.81,1.0,1.0
,,,23,11:15 - 11:29,Cashier,79.44,12,6.62,12,6.62,12,6.62,1.0,1.0
,,,23,11:30 - 11:44,Cashier,71.29,10,7.13,10,7.13,10,7.13,1.0,1.0
