Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,14:45 - 14:59,Cashier,31.08,5,6.22,5,6.22,5,6.22,1,1
,,,15:00 - 15:14,Cashier,28.38,5,5.68,5,5.68,5,5.68,1,1
,,,15:15 - 15:29,Cashier,12.39,3,4.13,3,4.13,3,4.13,1,1
,,,15:30 - 15:44,Cashier,4.95,1,4.95,1,4.95,1,4.95,1,1
,,,15:45 - 15:59,Cashier,17.78,2,8.89,2,8.89,2,8.89,1,1
,,,16:00 - 16:14,Cashier,53.81,6,8.97,6,8.97,6,8.97,1,1
,,,16:15 - 16:29,Cashier,41.4,5,8.28,5,8.28,5,8.28,1,1
,,,16:30 - 16:44,Cashier,26.99,3,9,3,9,3,9,1,1
,,,16:45 - 16:59,Cashier,46.72,6,7.79,6,7.79,6,7.79,1,1
,,,17:00 - 17:14,Cashier,25.43,3,8.48,3,8.48,3,8.48,1,1
,,,17:15 - 17:29,Cashier,8.85,3,2.95,3,2.95,3,2.95,1,1
,,,17:30 - 17:44,Cashier,23.09,3,7.7,3,7.7,3,7.7,1,1
,,8,---,---,2002.25,254,7.88,254,7.88,254,7.88,1,1
,,9,07:00 - 07:14,Cashier,29.85,4,7.46,4,7.46,4,7.46,1,1
,,,07:15 - 07:29,Cashier,33.25,4,8.31,4,8.31,4,8.31,1,1
,,,07:30 - 07:44,Cashier,26.84,3,8.95,3,8.95,3,8.95,1,1
,,,07:45 - 07:59,Cashier,25.59,4,6.4,4,6.4,4,6.4,1,1
,,,08:00 - 08:14,Cashier,25.63,5,5.13,5,5.13,5,5.13,1,1
,,,08:15 - 08:29,Cashier,14.84,3,4.95,3,4.95,3,4.95,1,1
,,,08:30 - 08:44,Cashier,126.03,14,9,14,9,14,9,1,1
,,,08:45 - 08:59,Cashier,88.67,11,8.06,11,8.06,11,8.06,1,1
,,,09:00 - 09:14,Cashier,40.69,7,5.81,7,5.81,7,5.81,1,1
,,,09:15 - 09:29,Cashier,82.31,9,9.15,9,9.15,9,9.15,1,1
,,,09:30 - 09:44,Cashier,32.29,4,8.07,4,8.07,4,8.07,1,1
,,,09:45 - 09:59,Cashier,62.91,7,8.99,7,8.99,7,8.99,1,1
,,,10:00 - 10:14,Cashier,35.33,6,5.89,6,5.89,6,5.89,1,1
,,,10:15 - 10:29,Cashier,89.11,14,6.37,14,6.37,14,6.37,1,1
,,,10:30 - 10:44,Cashier,93.87,13,7.22,13,7.22,13,7.22,1,1
,,,10:45 - 10:59,Cashier,92.1,12,7.67,12,7.67,12,7.67,1,1
,,,11:00 - 11:14,Cashier,75.16,9,8.35,9,8.35,9,8.35,1,1
,,,11:15 - 11:29,Cashier,22.93,3,7.64,3,7.64,3,7.64,1,1
,,,11:30 - 11:44,Cashier,140.48,15,9.37,15,9.37,15,9.37,1,1
,,,11:45 - 11:59,Cashier,51.42,7,7.35,7,7.35,7,7.35,1,1
,,,12:00 - 12:14,Cashier,59.47,6,9.91,6,9.91,6,9.91,1,1
,,,12:15 - 12:29,Cashier,86.93,11,7.9,11,7.9,11,7.9,1,1
,,,12:30 - 12:44,Cashier,92.9,12,7.74,12,7.74,12,7.74,1,1
,,,12:45 - 12:59,Cashier,23.95,5,4.79,5,4.79,5,4.79,1,1
,,,13:00 - 13:14,Cashier,20.5,6,3.42,6,3.42,6,3.42,1,1
,,,13:15 - 13:29,Cashier,68.35,8,8.54,8,8.54,8,8.54,1,1
,,,13:30 - 13:44,Cashier,36.3,4,9.07,4,9.07,4,9.07,1,1
,,,13:45 - 13:59,Cashier,15.39,2,7.7,2,7.7,2,7.7,1,1
,,,14:00 - 14:14,Cashier,33.38,6,5.56,6,5.56,6,5.56,1,1
,,,14:30 - 14:44,Cashier,36.73,3,12.24,3,12.24,3,12.24,1,1
,,,14:45 - 14:59,Cashier,11.35,2,5.67,2,5.67,2,5.67,1,1
,,,15:00 - 15:14,Cashier,24.3,5,4.86,5,4.86,5,4.86,1,1
,,,15:15 - 15:29,Cashier,26.13,4,6.53,4,6.53,4,6.53,1,1
,,,15:30 - 15:44,Cashier,7.74,2,3.87,2,3.87,2,3.87,1,1
,,,15:45 - 15:59,Cashier,39.24,6,6.54,6,6.54,6,6.54,1,1
,,,16:00 - 16:14,Cashier,14.79,3,4.93,3,4.93,3,4.93,1,1
,,,16:15 - 16:29,Cashier,4.45,1,4.45,1,4.45,1,4.45,1,1
,,,16:30 - 16:44,Cashier,13.59,3,4.53,3,4.53,3,4.53,1,1
,,,16:45 - 16:59,Cashier,5.99,1,5.99,1,5.99,1,5.99,1,1
,,,17:00 - 17:14,Cashier,21.9,3,7.3,3,7.3,3,7.3,1,1
,,,17:15 - 17:29,Cashier,1.09,1,1.09,1,1.09,1,1.09,1,1
,,,17:30 - 17:44,Cashier,5.08,1,5.08,1,5.08,1,5.08,1,1
,,9,---,---,1838.85,249,7.38,249,7.38,249,7.38,1,1
,,10,08:00 - 08:14,Cashier,57.36,7,8.19,7,8.19,7,8.19,1,1
,,,08:15 - 08:29,Cashier,42.52,7,6.07,7,6.07,7,6.07,1,1
,,,08:30 - 08:44,Cashier,59.9,8,7.49,8,7.49,8,7.49,1,1
,,,08:45 - 08:59,Cashier,53.68,9,5.96,9,5.96,9,5.96,1,1
,,,09:00 - 09:14,Cashier,73.01,10,7.3,10,7.3,10,7.3,1,1
,,,09:15 - 09:29,Cashier,70.65,10,7.07,10,7.07,10,7.07,1,1
,,,09:30 - 09:44,Cashier,90.13,9,10.01,9,10.01,9,10.01,1,1
,,,09:45 - 09:59,Cashier,48.56,8,6.07,8,6.07,8,6.07,1,1
,,,10:00 - 10:14,Cashier,76.26,10,7.63,10,7.63,10,7.63,1,1
,,,10:15 - 10:29,Cashier,99.72,15,6.65,15,6.65,15,6.65,1,1
,,,10:30 - 10:44,Cashier,58.88,7,8.41,7,8.41,7,8.41,1,1
,,,10:45 - 10:59,Cashier,141.2,9,15.69,9,15.69,9,15.69,1,1
,,,11:00 - 11:14,Cashier,27.11,3,9.04,3,9.04,3,9.04,1,1
,,,11:15 - 11:29,Cashier,28.84,4,7.21,4,7.21,4,7.21,1,1
,,,11:30 - 11:44,Cashier,105.55,9,11.73,9,11.73,9,11.73,1,1
,,,11:45 - 11:59,Cashier,104.78,10,10.48,10,10.48,10,10.48,1,1
,,,12:00 - 12:14,Cashier,91.74,9,10.19,9,10.19,9,10.19,1,1
,,,12:15 - 12:29,Cashier,35.59,5,7.12,5,7.12,5,7.12,1,1
,,,12:30 - 12:44,Cashier,15.14,3,5.05,3,5.05,3,5.05,1,1
,,,12:45 - 12:59,Cashier,65.97,7,9.42,7,9.42,7,9.42,1,1
,,,13:00 - 13:14,Cashier,84.47,6,14.08,6,14.08,6,14.08,1,1
,,,13:15 - 13:29,Cashier,35.32,5,7.06,5,7.06,5,7.06,1,1
,,,13:30 - 13:44,Cashier,21.59,5,4.32,5,4.32,5,4.32,1,1
,,,13:45 - 13:59,Cashier,58.11,8,7.26,8,7.26,8,7.26,1,1
,,,14:00 - 14:14,Cashier,18.24,2,9.12,2,9.12,2,9.12,1,1
,,,14:15 - 14:29,Cashier,69.56,8,8.7,8,8.7,8,8.7,1,1
,,,14:30 - 14:44,Cashier,25.65,2,12.82,2,12.82,2,12.82,1,1
,,,14:45 - 14:59,Cashier,21.08,4,5.27,4,5.27,4,5.27,1,1
,,,15:00 - 15:14,Cashier,4.85,1,4.85,1,4.85,1,4.85,1,1
,,,15:15 - 15:29,Cashier,45.79,6,7.63,6,7.63,6,7.63,1,1
,,,15:30 - 15:44,Cashier,40.63,4,10.16,4,10.16,4,10.16,1,1
,,,15:45 - 15:59,Cashier,17.24,4,4.31,4,4.31,4,4.31,1,1
,,,16:00 - 16:14,Cashier,50.73,6,8.46,6,8.46,6,8.46,1,1
,,,16:15 - 16:29,Cashier,49.83,7,7.12,7,7.12,7,7.12,1,1
,,,16:30 - 16:44,Cashier,21.55,4,5.39,4,5.39,4,5.39,1,1
,,,16:45 - 16:59,Cashier,6.04,2,3.02,2,3.02,2,3.02,1,1
,,,17:45 - 17:59,Cashier,25.4,2,12.7,2,12.7,2,12.7,1,1
,,,18:00 - 18:14,Cashier,14.85,1,14.85,1,14.85,1,14.85,1,1
,,10,---,---,1957.52,236,8.29,236,8.29,236,8.29,1,1
,,11,07:00 - 07:14,Cashier,30.73,4,7.68,4,7.68,4,7.68,1,1
,,,07:15 - 07:29,Cashier,20.63,3,6.88,3,6.88,3,6.88,1,1
,,,07:30 - 07:44,Cashier,37.67,5,7.53,5,7.53,5,7.53,1,1
,,,07:45 - 07:59,Cashier,31.22,8,3.9,8,3.9,8,3.9,1,1
,,,08:00 - 08:14,Cashier,13.94,3,4.65,3,4.65,3,4.65,1,1
,,,08:15 - 08:29,Cashier,64.26,8,8.03,8,8.03,8,8.03,1,1
,,,08:30 - 08:44,Cashier,60.55,7,8.65,7,8.65,7,8.65,1,1
,,,08:45 - 08:59,Cashier,45.35,6,7.56,6,7.56,6,7.56,1,1
,,,09:00 - 09:14,Cashier,92.04,7,13.15,7,13.15,7,13.15,1,1
,,,09:15 - 09:29,Cashier,101.8,13,7.83,13,7.83,13,7.83,1,1
,,,09:30 - 09:44,Cashier,47.04,6,7.84,6,7.84,6,7.84,1,1
,,,09:45 - 09:59,Cashier,43.32,8,5.42,8,5.42,8,5.42,1,1
,,,10:00 - 10:14,Cashier,53.65,9,5.96,9,5.96,9,5.96,1,1
,,,10:15 - 10:29,Cashier,141.68,15,9.45,15,9.45,15,9.45,1,1
,,,10:30 - 10:44,Cashier,76.55,10,7.66,10,7.66,10,7.66,1,1
,,,10:45 - 10:59,Cashier,66.67,10,6.67,10,6.67,10,6.67,1,1
,,,11:00 - 11:14,Cashier,61.25,8,7.66,8,7.66,8,7.66,1,1
,,,11:15 - 11:29,Cashier,60.66,5,12.13,5,12.13,5,12.13,1,1
,,,11:30 - 11:44,Cashier,102.13,10,10.21,10,10.21,10,10.21,1,1
,,,11:45 - 11:59,Cashier,113.36,12,9.45,12,9.45,12,9.45,1,1
,,,12:00 - 12:14,Cashier,142.89,13,10.99,13,10.99,13,10.99,1,1
,,,12:15 - 12:29,Cashier,14.44,3,4.81,3,4.81,3,4.81,1,1
,,,12:30 - 12:44,Cashier,48.64,6,8.11,6,8.11,6,8.11,1,1
,,,12:45 - 12:59,Cashier,33.18,4,8.29,4,8.29,4,8.29,1,1
,,,13:00 - 13:14,Cashier,86.41,10,8.64,10,8.64,10,8.64,1,1
,,,13:15 - 13:29,Cashier,78.27,7,11.18,7,11.18,7,11.18,1,1
,,,13:30 - 13:44,Cashier,67.81,10,6.78,10,6.78,10,6.78,1,1
,,,13:45 - 13:59,Cashier,37.6,5,7.52,5,7.52,5,7.52,1,1
,,,14:00 - 14:14,Cashier,36.54,5,7.31,5,7.31,5,7.31,1,1
,,,14:15 - 14:29,Cashier,20.32,5,4.06,5,4.06,5,4.06,1,1
,,,14:30 - 14:44,Cashier,39.37,5,7.87,5,7.87,5,7.87,1,1
,,,14:45 - 14:59,Cashier,35.54,9,3.95,9,3.95,9,3.95,1,1
,,,15:00 - 15:14,Cashier,11.35,2,5.67,2,5.67,2,5.67,1,1
,,,15:15 - 15:29,Cashier,43.81,4,10.95,4,10.95,4,10.95,1,1
,,,15:30 - 15:44,Cashier,32,5,6.4,5,6.4,5,6.4,1,1
,,,15:45 - 15:59,Cashier,33.49,3,11.16,3,11.16,3,11.16,1,1
,,,16:00 - 16:14,Cashier,24.53,4,6.13,4,6.13,4,6.13,1,1
,,,16:15 - 16:29,Cashier,35.59,5,7.12,5,7.12,5,7.12,1,1
,,,16:30 - 16:44,Cashier,17.58,3,5.86,3,5.86,3,5.86,1,1
,,,16:45 - 16:59,Cashier,29.18,3,9.73,3,9.73,3,9.73,1,1
,,,17:00 - 17:14,Cashier,22.9,3,7.63,3,7.63,3,7.63,1,1
,,,17:15 - 17:29,Cashier,20.93,2,10.46,2,10.46,2,10.46,1,1
,,,17:30 - 17:44,Cashier,4.95,1,4.95,1,4.95,1,4.95,1,1
,,11,---,---,2181.82,274,7.96,274,7.96,274,7.96,1,1
,,12,09:00 - 09:14,Cashier,45.37,4,11.34,4,11.34,4,11.34,1,1
,,,09:15 - 09:29,Cashier,87.02,8,10.88,8,10.88,8,10.88,1,1
,,,09:30 - 09:44,Cashier,57.51,9,6.39,9,6.39,9,6.39,1,1
,,,09:45 - 09:59,Cashier,50.99,6,8.5,6,8.5,6,8.5,1,1
,,,10:00 - 10:14,Cashier,98.25,9,10.92,9,10.92,9,10.92,1,1
,,,10:15 - 10:29,Cashier,53.87,7,7.7,7,7.7,7,7.7,1,1
,,,10:30 - 10:44,Cashier,81.72,8,10.21,8,10.21,8,10.21,1,1
,,,10:45 - 10:59,Cashier,123.76,11,11.25,11,11.25,11,11.25,1,1
,,,11:00 - 11:14,Cashier,47.51,7,6.79,7,6.79,7,6.79,1,1
